title,subtitle,artist,img_link,year,img_name
Fans and Ring Loaves,Oil on canvas,"Bayeu y Subías, Ramón",https://content2.cdnprado.net/imagenes/Documentos/imgsem/2f/2f6d/2f6d804f-bf3e-4220-9001-babbb3b53ce6/d234a74f-5e7d-403b-a468-2cb2e58336d2_268.jpg,1778,d234a74f-5e7d-403b-a468-2cb2e58336d2_268.jpg
Landscape surrounded by trompe-l’oeil Symbols of the Arts,Oil on canvas,"Flipart, Charles-Joseph",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ee/eec5/eec56768-727e-4eaf-87de-2903f9fac3fa/1cec4bcb-638e-483c-a937-d4b8f453cfe2_268.jpg,1778,1cec4bcb-638e-483c-a937-d4b8f453cfe2_268.jpg
"George Legge, Viscount Lewisham",Oil on canvas,"Batoni, Pompeo",https://content.cdnprado.net/imagenes/Documentos/imgsem/ac/ac68/ac68acac-7519-45cd-ab15-edad1a5527b9/ceabf53a-0c3a-458d-a7ea-c1387b778120_268.jpg,1778,ceabf53a-0c3a-458d-a7ea-c1387b778120_268.jpg
"Francis Basset, 1st Baron of Dunstanville",Oil on canvas,"Batoni, Pompeo",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0a/0aff/0aff8e93-c8d7-41d1-8873-3a67d55166e8/491f0249-1116-4d0c-a3b5-5aee179a5437_268.jpg,1778,491f0249-1116-4d0c-a3b5-5aee179a5437_268.jpg
The Rape of Ganymede,Oil on canvas,Julien de Parma,https://content3.cdnprado.net/imagenes/Documentos/imgsem/ce/ce50/ce50670e-a634-4e71-ac17-6ef90c842112/7c4b264a-a890-4872-879b-99c2134f38f3_268.jpg,1778,7c4b264a-a890-4872-879b-99c2134f38f3_268.jpg
The Pottery Vendor,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d2/d2a0/d2a0e6c3-ab19-492d-bf68-3d9fedaafb52/eb8d1c1d-e61a-4c0a-95f5-179a429f1478_268.jpg,1779,eb8d1c1d-e61a-4c0a-95f5-179a429f1478_268.jpg
Louis XVI of France,Oil on canvas,"Callet, Antoine-François",https://content3.cdnprado.net/imagenes/Documentos/imgsem/34/34d8/34d8e3ec-55d3-4ec4-b429-77e65fbb723f/aeac2142-bf0d-4a14-851b-fbae9e192b28_268.jpg,1779,aeac2142-bf0d-4a14-851b-fbae9e192b28_268.jpg
The Prophecy of Isaiah,Oil on canvas,"Bayeu, Francisco",https://content1.cdnprado.net/imagenes/Documentos/imgsem/5a/5af6/5af6e866-307f-4b82-bd2e-7ad5afdb955f/37ff858a-ebfb-4150-b915-5ad4de886cef_268.jpg,1779,37ff858a-ebfb-4150-b915-5ad4de886cef_268.jpg
View of the Albufera in Valencia,Oil on canvas,"Carnicero, Antonio",https://content3.cdnprado.net/imagenes/Documentos/imgsem/98/985d/985de9f6-8593-4e30-911a-0734d4d0e41b/08c24535-4cae-4a0b-abc9-1bc30fa3e865_268.jpg,1783,08c24535-4cae-4a0b-abc9-1bc30fa3e865_268.jpg
Majo with a Guitar,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7a/7a0c/7a0c8af6-ca19-4571-ba71-33396a184ed6/f81a5873-b919-4552-bad2-fed6a173a47a_268.jpg,1779,f81a5873-b919-4552-bad2-fed6a173a47a_268.jpg
A Fair in Madrid,Oil on canvas,"Goya y Lucientes, Francisco de",https://content.cdnprado.net/imagenes/Documentos/imgsem/02/021d/021dac59-1e29-4074-902b-b1a155e2d637/ac1d695b-69c2-4d73-adb9-3960f64a553f_268.jpg,1779,ac1d695b-69c2-4d73-adb9-3960f64a553f_268.jpg
The Military Man and the Lady,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a4/a4a0/a4a0fdb3-df95-475a-bf8e-dfa8b7522a0b/ef33631f-febf-4ae4-bc27-1ede001a56ea_268.jpg,1779,ef33631f-febf-4ae4-bc27-1ede001a56ea_268.jpg
The Haw Seller,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/88/8847/88472413-1d3a-40ee-9d79-04ee3d7e1b3a/189cc8c7-5d96-4a54-af0d-da93cc962b6f_268.jpg,1779,189cc8c7-5d96-4a54-af0d-da93cc962b6f_268.jpg
Boys playing at Soldiers,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5df9/5df9548d-aca6-4e30-ae24-490d6d6f5a96/23cf1f7c-6028-481a-b519-49546bb0f622_268.jpg,1779,23cf1f7c-6028-481a-b519-49546bb0f622_268.jpg
The Game of Pelota,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/74/7437/7437ef96-c40c-4676-af50-5cc5f6ef275f/d071c177-6a5d-4011-9da7-50b96db1d38b_268.jpg,1779,d071c177-6a5d-4011-9da7-50b96db1d38b_268.jpg
The Swing,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/55/55a2/55a2fd63-df27-4897-9f0f-e2073ae885aa/c98234a5-8435-49e3-ab3c-21438fe12012_268.jpg,1779,c98234a5-8435-49e3-ab3c-21438fe12012_268.jpg
The Death of Calanus,Oil on panel,"Beaufort, Jacques-Antoine",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d3/d345/d345df17-5328-4496-9947-c7d91425af74/b6aebff9-2f9a-4cb2-8f7e-d892a0f2d438_268.jpg,1779,b6aebff9-2f9a-4cb2-8f7e-d892a0f2d438_268.jpg
Ascent of a Montgolfier Balloon at Aranjuez,Oil on canvas,"Carnicero, Antonio",https://content3.cdnprado.net/imagenes/Documentos/imgsem/22/223d/223dfe91-0896-451a-8f80-b60b9c075e3a/442a1495-c836-4c67-abb4-e6c83768ab7a_268.jpg,1784,442a1495-c836-4c67-abb4-e6c83768ab7a_268.jpg
Christ Crucified,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/09/093c/093cbda0-b9c4-445e-b6d3-56c423811f46/2e06bb9c-d357-47ee-8633-739e21a16a45_268.jpg,1780,2e06bb9c-d357-47ee-8633-739e21a16a45_268.jpg
The Washerwomen,Oil on canvas,"Goya y Lucientes, Francisco de",https://content1.cdnprado.net/imagenes/Documentos/imgsem/db/dbfe/dbfe8cea-4c0b-4ee3-8bdd-2bcd421d02d8/c19f6319-ae3a-43ae-ade0-d70fed1acb17_268.jpg,1780,c19f6319-ae3a-43ae-ade0-d70fed1acb17_268.jpg
Amateur Bullfight,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3d/3d81/3d813761-d00b-4b2e-9a7f-e1eed5d09928/10e53a79-634d-4009-8400-59756e7cefb8_268.jpg,1780,10e53a79-634d-4009-8400-59756e7cefb8_268.jpg
The Tobacco Guards,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/18/1807/18077eb8-a0ed-467f-8d45-11c022b584dd/7f801526-0fe3-413a-a8c4-d7dc82ea38a7_268.jpg,1780,7f801526-0fe3-413a-a8c4-d7dc82ea38a7_268.jpg
Boy with Tree,Oil on canvas,"Goya y Lucientes, Francisco de",https://content.cdnprado.net/imagenes/Documentos/imgsem/64/6469/6469ab32-b795-4bc5-96b3-439fab6409e0/f3c67706-dc9b-45af-b20a-01268dde93a7_268.jpg,1780,f3c67706-dc9b-45af-b20a-01268dde93a7_268.jpg
Boy with a Bird,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/16/1687/1687b5e5-4bbb-46d6-8590-719ad2b56de3/41f17d1a-cae1-499b-863a-127c40d764f4_268.jpg,1780,41f17d1a-cae1-499b-863a-127c40d764f4_268.jpg
The Rendezvous,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7c/7c91/7c91a2f6-72a0-46e9-adec-169ca5a647cc/cd27d581-1923-4e38-ab54-d625ee341952_268.jpg,1780,cd27d581-1923-4e38-ab54-d625ee341952_268.jpg
Boys playing with Tops,Oil on canvas,"Castillo, José del",https://content3.cdnprado.net/imagenes/Documentos/imgsem/24/24ac/24ac2647-24b8-4637-aba7-ee6a33d18c52/486a46f6-9dcc-4dfd-aede-8d022ef8f979_268.jpg,1780,486a46f6-9dcc-4dfd-aede-8d022ef8f979_268.jpg
"Two Boys, One Singing and the Other Playing the Violin",Oil on canvas,"Castillo, José del",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d3/d3f3/d3f33287-a942-42a0-8d75-dcfcd441243e/e8635bac-6d03-45ad-a742-3d99bdf89a29_268.jpg,1780,e8635bac-6d03-45ad-a742-3d99bdf89a29_268.jpg
Boys playing Cup-and-Ball,Oil on canvas,"Castillo, José del",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a6/a676/a676a208-2832-437b-ad18-3e932959fb19/2daaabf0-331c-4479-a7e1-ceff8a6db0c2_268.jpg,1780,2daaabf0-331c-4479-a7e1-ceff8a6db0c2_268.jpg
Boys Playing Chito,Oil on canvas,"Castillo, José del",https://content3.cdnprado.net/imagenes/Documentos/imgsem/88/886f/886f90ff-02d0-44d3-bf86-71f122956faf/33ba5568-9854-44ae-af5b-2db1094199c6_268.jpg,1780,33ba5568-9854-44ae-af5b-2db1094199c6_268.jpg
The Drawing Studio,Oil on canvas,"Castillo, José del",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0e/0e6d/0e6d8a62-e421-408c-b9ff-829ba061d9e8/85738066-ba74-4be1-b873-452601e88792_268.jpg,1780,85738066-ba74-4be1-b873-452601e88792_268.jpg
Young woman asleep on a hammock,Oil on copperplate,"Paret y Alcázar, Luis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/33/33fb/33fbbc26-1744-468d-8366-c6ea93f2434c/389050e1-c0e5-43d7-96fd-1de65210caf9_268.jpg,1781,389050e1-c0e5-43d7-96fd-1de65210caf9_268.jpg
Bouquet of flowers with blue ribbon,Oil on canvas,"Paret y Alcázar, Luis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/03/038f/038f17f5-a9cc-46c4-8c34-3f5b8e7b11fa/d98c1d54-1da0-4534-a6d2-b847d0e3f196_268.jpg,1785,d98c1d54-1da0-4534-a6d2-b847d0e3f196_268.jpg
Bouquet of flowers with blue and white ribbon,Oil on canvas,"Paret y Alcázar, Luis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5d9e/5d9ecd34-4c65-4b57-a8bd-b5799b6bdce1/83308ad3-7924-4652-9008-66cc37545c81_268.jpg,1785,83308ad3-7924-4652-9008-66cc37545c81_268.jpg
Vase of Flowers,Oil on panel,"Espinós, Benito",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b4/b409/b409c178-0b3f-4a27-b4f5-8c85ce50110e/70cecb3f-90a0-4b5c-9df1-bad1ce5f3651_268.jpg,1788,70cecb3f-90a0-4b5c-9df1-bad1ce5f3651_268.jpg
Tomás de Iriarte,Oil on canvas,"Inza, Joaquín",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d7/d76a/d76a773b-e420-4101-b25d-e62969f97397/0407d7cb-02b4-4459-9648-347f0135f8bc_268.jpg,1785,0407d7cb-02b4-4459-9648-347f0135f8bc_268.jpg
"Vicenzo Lunardi, Letitia Ann Sage and George Biggin in a Hot Air...",Oil on copperplate,"Rigaud, John-Francis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/26/263f/263f75f6-e904-4fa9-afbd-b8f7da4e943f/9b7f4f79-cbdf-4d2b-88cb-b78edf649c57_268.jpg,1785,9b7f4f79-cbdf-4d2b-88cb-b78edf649c57_268.jpg
The Colosseum in Rome,Oil on canvas,"Robert, Hubert",https://content3.cdnprado.net/imagenes/Documentos/imgsem/21/217c/217c3bc5-f89a-424c-b750-f8416f6ebcce/b40b4116-197f-4e55-a5fb-9def5ecaa6ab_268.jpg,1790,b40b4116-197f-4e55-a5fb-9def5ecaa6ab_268.jpg
The San Telmo Tower,Oil on canvas,"Sánchez, Mariano Ramón",https://content.cdnprado.net/imagenes/Documentos/imgsem/e7/e7d9/e7d9fb99-edfa-41a7-8d01-28743b1c093e/f3564341-437f-4c7b-8bcf-a9715228ca8d_268.jpg,1785,f3564341-437f-4c7b-8bcf-a9715228ca8d_268.jpg
View of the Quay of Alicante,Oil on canvas,"Sánchez, Mariano Ramón",https://content1.cdnprado.net/imagenes/Documentos/imgsem/33/331c/331ca75b-e3fa-492c-b554-26ae9bceba7f/79aa32de-75c1-40b0-879d-0ad2bd28d91b_268.jpg,1785,79aa32de-75c1-40b0-879d-0ad2bd28d91b_268.jpg
Seated Woman,Oil on canvas,"Camarón, José",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1e/1e16/1e1654e6-6de1-4cb4-91a7-fadd2d516ff1/178da4bd-4849-4741-af38-fc6167d29be3_268.jpg,1785,178da4bd-4849-4741-af38-fc6167d29be3_268.jpg
Couples in a Park,Oil on canvas,"Camarón, José",https://content3.cdnprado.net/imagenes/Documentos/imgsem/42/4275/4275ff45-5899-492a-a18b-5c459e979e41/98e9aa7a-2423-4c79-bfbc-07a91404ea27_268.jpg,1785,98e9aa7a-2423-4c79-bfbc-07a91404ea27_268.jpg
A Festival,Oil on canvas,"Camarón, José",https://content3.cdnprado.net/imagenes/Documentos/imgsem/cb/cbbb/cbbb12ca-504f-43e7-bd22-d898c7321a4c/555814b4-e6af-4f02-afc6-94ad7e3f7a57_268.jpg,1785,555814b4-e6af-4f02-afc6-94ad7e3f7a57_268.jpg
Glass Vase with Roses and Jasmine,Oil on canvas,"Romero, Juan Bautista",https://content3.cdnprado.net/imagenes/Documentos/imgsem/21/21b3/21b31d02-99a4-4436-b64d-f0008ab9b6b6/62e43fc7-bc43-4982-afd6-0f403889a42e_268.jpg,1790,62e43fc7-bc43-4982-afd6-0f403889a42e_268.jpg
Glass Vase with Roses and other Flowers,Oil on canvas,"Romero, Juan Bautista",https://content2.cdnprado.net/imagenes/Documentos/imgsem/67/6716/671662b3-3340-414b-bd88-c7e05c015d77/1ab5d4b7-4574-40ed-8240-39b1e049883c_268.jpg,1790,1ab5d4b7-4574-40ed-8240-39b1e049883c_268.jpg
Kitchen still life with a hare and two partridges,Oil on canvas,"Nani, Mariano",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1a/1aca/1acade4c-8fb5-4c49-94b7-271e3a856f79/c5360e21-9bab-40b1-bf08-a068275495ef_268.jpg,1785,c5360e21-9bab-40b1-bf08-a068275495ef_268.jpg
"Disordered Table with trompe l’oeil Paintings, a Hurdy-Gurdy, Books and...",Oil on canvas,"Flipart, Charles-Joseph",https://content.cdnprado.net/imagenes/Documentos/imgsem/67/67e1/67e1b024-30a2-44e7-9019-c4954ea5fc93/351628a3-c3b9-48e0-a052-c3ccc46a8fff_268.jpg,1781,351628a3-c3b9-48e0-a052-c3ccc46a8fff_268.jpg
Still Life with Grapes and Pomegranates,Oil on panel,"Ferrer, José",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b7/b722/b7226fe1-4b9d-4b69-82af-3183b3125e41/b7b175fb-0b09-4429-9e0b-bebc5d05546a_268.jpg,1781,b7b175fb-0b09-4429-9e0b-bebc5d05546a_268.jpg
Still Life with Fruit and a Crystal Vase,Oil on panel,"Ferrer, José",https://content3.cdnprado.net/imagenes/Documentos/imgsem/30/3053/305391fb-fd68-4ae2-86aa-f4c8331a21a4/86a9eb61-869a-41f1-a0df-a756fb892b46_268.jpg,1781,86a9eb61-869a-41f1-a0df-a756fb892b46_268.jpg
Landscape with Waterfall,Oil on canvas,"Vernet, Claude-Joseph",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3b/3b32/3b326b5c-2dba-4064-9f91-a15bcb606302/224f3a4b-d3c7-4913-8605-7ef138ecd538_268.jpg,1782,224f3a4b-d3c7-4913-8605-7ef138ecd538_268.jpg
Roman Landscape at Sunset,Oil on canvas,"Vernet, Claude-Joseph",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d7/d743/d74321bc-dec2-4931-b59b-d77575c859de/de10e9e8-2460-41f5-899e-e1f42523746f_268.jpg,1782,de10e9e8-2460-41f5-899e-e1f42523746f_268.jpg
The Kite,Oil on canvas,"Vernet, Claude-Joseph",https://content3.cdnprado.net/imagenes/Documentos/imgsem/65/65dc/65dcebf5-ef71-40f2-91aa-c6874167e725/969a1931-3d96-4368-af94-f94cf4a5e3ed_268.jpg,1782,969a1931-3d96-4368-af94-f94cf4a5e3ed_268.jpg
View of the Port of Santa María,Oil on canvas,"Sánchez, Mariano Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a1/a196/a196c44f-5d0a-48e8-917f-27efafda0a6e/80e18780-3780-49fc-939e-dcad0dd488bf_268.jpg,1785,80e18780-3780-49fc-939e-dcad0dd488bf_268.jpg
Charles III in Hunting Dress,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/32/32f3/32f3cf01-f8d2-4be1-b12a-aa04668706d7/c2d6a037-881a-4be6-9893-4279fdc02cfd_268.jpg,1786,c2d6a037-881a-4be6-9893-4279fdc02cfd_268.jpg
The Ham and Sausage Seller,Oil on canvas,"Bayeu y Subías, Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/47/47a5/47a56742-b51d-43c0-bf7d-7c3064affb1d/8c42a8ce-2d20-4573-b1aa-961d013912f3_268.jpg,1786,8c42a8ce-2d20-4573-b1aa-961d013912f3_268.jpg
The rustic Offering,Oil on canvas,"Bayeu y Subías, Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/24/246d/246d8ace-f49e-4d47-aca6-0ee7ffaf0665/c2bf486a-3845-4d5d-a444-cf9c1b8076c5_268.jpg,1786,c2bf486a-3845-4d5d-a444-cf9c1b8076c5_268.jpg
Majo with a Guitar,Oil on canvas,"Bayeu y Subías, Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/76/76c5/76c52c9b-5844-4f63-9279-80b2f8ed7458/ba1659b9-89cd-4e7f-aa14-58af0a887340_268.jpg,1786,ba1659b9-89cd-4e7f-aa14-58af0a887340_268.jpg
The blind Musician,Oil on canvas,"Bayeu y Subías, Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/60/6066/60661d89-52c1-41a3-b48d-f0410abf1618/8f586845-de38-4b28-a5c2-437e24ae4cb2_268.jpg,1786,8f586845-de38-4b28-a5c2-437e24ae4cb2_268.jpg
Boy with a Wicker Basket,Oil on canvas,"Bayeu y Subías, Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/23/2381/2381436b-2d01-4fc2-b1be-6abf4dea671b/bab0ce8a-4e8b-4d05-90b1-f9677634aac2_268.jpg,1786,bab0ce8a-4e8b-4d05-90b1-f9677634aac2_268.jpg
Thirteen Sketches for Tapestry Cartoons,Oil on canvas,"Bayeu, Francisco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f9/f90b/f90ba21a-d0f9-4049-b126-1531c08007b1/5d022e11-5d27-41b1-82f4-8f177d1fca54_268.jpg,1786,5d022e11-5d27-41b1-82f4-8f177d1fca54_268.jpg
The Carnation Seller,Oil on canvas,"Bayeu, Francisco",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b3/b31f/b31f7d5d-a726-4255-918e-4e317df4279c/6336b164-b4c8-4d35-b80f-e41daec8117a_268.jpg,1786,6336b164-b4c8-4d35-b80f-e41daec8117a_268.jpg
Landscape with an Architectural View,Oil on canvas,"Flipart, Charles-Joseph",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fd/fd90/fd907296-92a8-4355-9289-14d2e10ea259/1175c03d-e134-4269-90e2-0cfd9e281abe_268.jpg,1786,1175c03d-e134-4269-90e2-0cfd9e281abe_268.jpg
Bocce ball game,Oil on canvas,"Bayeu y Subías, Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7a/7a85/7a850760-1557-4fb4-ab42-d7c465dfd659/05797163-cf57-428e-b1b2-ff0ca6dfe5fd_268.jpg,1786,05797163-cf57-428e-b1b2-ff0ca6dfe5fd_268.jpg
Landscape,Oil on canvas,"Sánchez, Mariano Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e2/e248/e24897b6-c3ec-4a06-9a74-1c72ac773b42/dcde09cd-1fac-465f-bb31-e344028c4957_268.jpg,1803,dcde09cd-1fac-465f-bb31-e344028c4957_268.jpg
Landscape with river and boat,Oil on canvas,"Sánchez, Mariano Ramón",https://content2.cdnprado.net/imagenes/Documentos/imgsem/67/6735/67359eb6-de95-447a-b6c5-d404671c3257/c7651ee8-97ad-443c-af6f-4ce19619f81b_268.jpg,1803,c7651ee8-97ad-443c-af6f-4ce19619f81b_268.jpg
Landscape,Oil on canvas,"Sánchez, Mariano Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d6/d666/d6660311-00c7-420f-81b1-77cf40f1946a/ed2f1ec0-e1e7-413b-97ad-b36c3a0eccaf_268.jpg,1803,ed2f1ec0-e1e7-413b-97ad-b36c3a0eccaf_268.jpg
View of the Arsenal of La Carraca,Oil on canvas,"Sánchez, Mariano Ramón",https://content.cdnprado.net/imagenes/Documentos/imgsem/4b/4b58/4b58a160-c6db-472b-b6f1-abf9ee4be2de/7305a8df-7e7a-487e-ae8c-84d45367a296_268.jpg,1803,7305a8df-7e7a-487e-ae8c-84d45367a296_268.jpg
View of Puerto Real from the West,Oil on canvas,"Sánchez, Mariano Ramón",https://content1.cdnprado.net/imagenes/Documentos/imgsem/6a/6a7d/6a7d8008-68b6-4350-8745-20d10b13e64d/eb835503-c1f4-41fd-a2fa-f2cd69da1234_268.jpg,1803,eb835503-c1f4-41fd-a2fa-f2cd69da1234_268.jpg
View of Tortosa Bridge,Oil on canvas,"Sánchez, Mariano Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/de/ded8/ded86009-08d5-45d7-a6dd-e303769b3798/746ffc41-6320-427e-90e3-4e97b86ead77_268.jpg,1803,746ffc41-6320-427e-90e3-4e97b86ead77_268.jpg
View of Barcelona,Oil on canvas,"Sánchez, Mariano Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fa/fa46/fa46c0b1-ae20-454c-b14f-ba5970465aaf/ce3eed34-a9d4-4bf7-80db-9a099f63bd08_268.jpg,1803,ce3eed34-a9d4-4bf7-80db-9a099f63bd08_268.jpg
"Entry into Granada via the Deiso Bridge, San Lázaro Hospital...",Oil on canvas,"Sánchez, Mariano Ramón",https://content.cdnprado.net/imagenes/Documentos/imgsem/c0/c061/c0616c7f-8dc3-4339-8647-d2e68676cf2e/4144bd41-d79e-4767-bb75-c5686a0bc99e_268.jpg,1803,4144bd41-d79e-4767-bb75-c5686a0bc99e_268.jpg
The Cartagena Dock,Oil on canvas,"Sánchez, Mariano Ramón",https://content1.cdnprado.net/imagenes/Documentos/imgsem/72/7284/72840b5c-aaa2-4089-b294-d1a517e91d06/89a35cca-4b00-4924-8126-0490e3e0c45c_268.jpg,1803,89a35cca-4b00-4924-8126-0490e3e0c45c_268.jpg
View of Barcelona from the East,Oil on canvas,"Sánchez, Mariano Ramón",https://content2.cdnprado.net/imagenes/Documentos/imgsem/84/84c0/84c0d281-15ff-4ce8-9057-23369199ab18/e23e3c75-666f-44ca-89b7-38af41421688_268.jpg,1787,e23e3c75-666f-44ca-89b7-38af41421688_268.jpg
"Tomasa de Aliaga, Widow of Manuel Pablo Salcedo",Oil on canvas,"Carnicero, Antonio",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a5/a5c2/a5c280d5-6fb2-478a-8336-c1f6361392c0/833162f5-f6f2-4fd9-948f-827981d652ad_268.jpg,1787,833162f5-f6f2-4fd9-948f-827981d652ad_268.jpg
Tobias and the Angel,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/76/7668/7668ef01-9b9b-4a53-a2aa-971cefce2cef/b5429d5a-6da8-464f-96d7-b665c98ec56e_268.jpg,1787,b5429d5a-6da8-464f-96d7-b665c98ec56e_268.jpg
The Holy Family,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/45/4558/4558d4a1-f55e-4715-ba94-42ee93f9162f/9d0c7fdb-0176-488e-972f-7d4e3ccfe6f6_268.jpg,1787,9d0c7fdb-0176-488e-972f-7d4e3ccfe6f6_268.jpg
"María de las Nieves Micaela Fourdinier, the Painter's Wife",Oil on copperplate,"Paret y Alcázar, Luis",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a5/a564/a564ed09-d7f3-4020-ae17-62f275568e69/e137dcb7-f431-47f8-ae7e-43fbd4d14bc1_268.jpg,1783,e137dcb7-f431-47f8-ae7e-43fbd4d14bc1_268.jpg
"José Moñino, First Count of Floridablanca",Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/dc/dcce/dcce9918-e23b-4a4d-8faa-33b9448606a2/ac38fa0a-79b2-4a66-b7f0-d396b268579f_268.jpg,1783,ac38fa0a-79b2-4a66-b7f0-d396b268579f_268.jpg
María Teresa de Vallabriga,Oil on walnut panel,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a4/a402/a402fbb2-0198-49c0-901f-c7a4f2530abd/8664c179-223c-4996-9440-a8111fde722a_268.jpg,1783,8664c179-223c-4996-9440-a8111fde722a_268.jpg
The Immaculate Conception,Oil on canvas,"Goya y Lucientes, Francisco de",https://content3.cdnprado.net/imagenes/Documentos/imgsem/be/be7c/be7caaca-3c25-4d6a-81cd-98574eb8ab36/c927159a-546b-4ec9-9236-c5edf9aaa767_268.jpg,1784,c927159a-546b-4ec9-9236-c5edf9aaa767_268.jpg
The Bridge at Molins de Rey,Oil on panel,"Sánchez, Mariano Ramón",https://content3.cdnprado.net/imagenes/Documentos/imgsem/96/969b/969bf1fc-e677-49ee-8ea3-f164eceb7af1/d5ba8d31-292c-4a5a-8948-c3121a32651a_268.jpg,1788,d5ba8d31-292c-4a5a-8948-c3121a32651a_268.jpg
An Angel comforting Saint Francis,Oil on canvas,"Cruz Vázquez, Manuel de la",https://content3.cdnprado.net/imagenes/Documentos/imgsem/04/042a/042ac295-c7c8-44fb-8a5a-2bba23b4da9b/3ae1d3ea-ce68-420f-bf99-c2cc9874b57b_268.jpg,1788,3ae1d3ea-ce68-420f-bf99-c2cc9874b57b_268.jpg
Saint Francis covering Children with his Habit,Oil on canvas,"Cruz Vázquez, Manuel de la",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8c/8c87/8c872a60-ec92-4847-8fa9-4c90d5069b71/85f6d2a3-3222-49d2-8a6c-772bbcea78d5_268.jpg,1788,85f6d2a3-3222-49d2-8a6c-772bbcea78d5_268.jpg
Apparition of Saint Francis in a Chariot of Fire,Oil on canvas,"Cruz Vázquez, Manuel de la",https://content1.cdnprado.net/imagenes/Documentos/imgsem/c9/c91b/c91b57f8-f85d-4a0a-a7ec-a98d541d0614/505b5598-e141-4043-a22b-cb34af758189_268.jpg,1788,505b5598-e141-4043-a22b-cb34af758189_268.jpg
Saint Francis imposes the Habit of the Third Order on the Knight Luquesio...,Oil on canvas,"Cruz Vázquez, Manuel de la",https://content3.cdnprado.net/imagenes/Documentos/imgsem/dc/dc6e/dc6e04dd-2609-49e7-8acc-da8f5a9774e2/b0a77a59-3d4b-40fe-ba0a-866997418e43_268.jpg,1788,b0a77a59-3d4b-40fe-ba0a-866997418e43_268.jpg
